stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Coding\i2p2\blooooom\SourceCode\allegro5.cfg r
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.20828] converting display bitmap 00000000173206c0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.20832] added dtor for bitmap 00000000173201b0, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.20834] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.20835] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.20866] removed dtor for bitmap 00000000173201b0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.20899] converting display bitmap 000000001731f350 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.20902] added dtor for bitmap 000000001731fca0, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.20903] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.20904] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.20933] removed dtor for bitmap 000000001731fca0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.20963] converting display bitmap 000000001731eff0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.20965] added dtor for bitmap 0000000017320000, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.20967] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.20968] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.21014] removed dtor for bitmap 0000000017320000
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.21048] converting display bitmap 000000001731ee40 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.21050] added dtor for bitmap 000000001731fca0, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.21051] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.21052] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.21088] removed dtor for bitmap 000000001731fca0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.21119] converting display bitmap 000000001731ec90 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.21121] added dtor for bitmap 0000000017320bd0, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.21123] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.21124] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.21148] removed dtor for bitmap 0000000017320bd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.21175] converting display bitmap 000000001731e930 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.21177] added dtor for bitmap 000000001731f790, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.21178] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.21179] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.21205] removed dtor for bitmap 000000001731f790
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.21236] converting display bitmap 000000001731eae0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.21239] added dtor for bitmap 0000000017320510, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.21240] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.21241] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.21305] removed dtor for bitmap 0000000017320510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.21359] converting display bitmap 000000001731f1a0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.21362] added dtor for bitmap 0000000017320510, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.21364] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.21364] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.21430] removed dtor for bitmap 0000000017320510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.21469] converting display bitmap 000000001731f500 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.21471] added dtor for bitmap 0000000017320a20, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.21472] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.21473] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.21625] removed dtor for bitmap 0000000017320a20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.21704] converting display bitmap 0000000017274710 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.21710] added dtor for bitmap 0000000017320870, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.21712] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.21713] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.21864] removed dtor for bitmap 0000000017320870
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.21958] converting display bitmap 00000000172753a0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.21970] added dtor for bitmap 0000000017320f30, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.21976] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.21978] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.22068] removed dtor for bitmap 0000000017320f30
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.22127] converting display bitmap 0000000017274480 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.22132] added dtor for bitmap 0000000017320f30, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22134] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22135] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.22326] removed dtor for bitmap 0000000017320f30
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.22391] converting display bitmap 00000000172748f0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.22398] added dtor for bitmap 000000001731fca0, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22401] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22402] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.22497] removed dtor for bitmap 000000001731fca0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.22551] converting display bitmap 000000001727fd00 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.22554] added dtor for bitmap 0000000017320a20, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22556] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22557] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.22597] removed dtor for bitmap 0000000017320a20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.22627] converting display bitmap 000000001727d430 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.22629] added dtor for bitmap 000000001731f790, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22631] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22632] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.22664] removed dtor for bitmap 000000001731f790
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.22695] converting display bitmap 000000001727ab60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.22696] added dtor for bitmap 0000000017320510, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22698] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22699] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.22728] removed dtor for bitmap 0000000017320510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.22756] converting display bitmap 0000000017278290 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.22757] added dtor for bitmap 0000000017320510, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22759] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22760] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.22786] removed dtor for bitmap 0000000017320510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.22813] converting display bitmap 00000000172759c0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.22815] added dtor for bitmap 0000000017320a20, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22816] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22817] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.22842] removed dtor for bitmap 0000000017320a20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.22869] converting display bitmap 00000000172755c0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.22870] added dtor for bitmap 0000000017320870, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22871] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22872] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.22900] removed dtor for bitmap 0000000017320870
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.22927] converting display bitmap 0000000002cc4040 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.22929] added dtor for bitmap 0000000017320f30, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22931] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22931] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.22982] removed dtor for bitmap 0000000017320f30
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [  14.23023] waiting for display 000000000154a620's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  14.25618] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  14.25623] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [  14.27498] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27570] removed dtor for timer 0000000002cb8a30
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27573] removed dtor for queue 0000000002c13380
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27575] removed dtor for ttf_font 0000000002cb6770
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27579] removed dtor for ttf_font 0000000002cb67a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27587] removed dtor for ttf_font 0000000002cb6aa0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27611] removed dtor for ttf_font 0000000002cb6f20
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27616] removed dtor for ttf_font 0000000002cb6a70
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27621] removed dtor for ttf_font 0000000002cb6800
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27623] removed dtor for bitmap 0000000002cc4040
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27629] removed dtor for bitmap 00000000172755c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27630] removed dtor for bitmap 0000000017274710
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27641] removed dtor for bitmap 0000000017321440
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27642] removed dtor for bitmap 000000001731faf0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27643] removed dtor for bitmap 0000000017320d80
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27644] removed dtor for bitmap 0000000017320360
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27645] removed dtor for bitmap 00000000173206c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27646] removed dtor for bitmap 000000001731e930
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27647] removed dtor for bitmap 000000001731ec90
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27648] removed dtor for bitmap 000000001731ee40
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27649] removed dtor for bitmap 000000001731f350
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27650] removed dtor for bitmap 000000001731eff0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27656] removed dtor for bitmap 00000000172748f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27662] removed dtor for bitmap 000000001731eae0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27666] removed dtor for bitmap 0000000017274480
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27676] removed dtor for bitmap 00000000172753a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.27682] removed dtor for bitmap 000000001731e780
